ticker,market,target_date,no_buy_score,no_buy_level,no_buy_reasons,market_regime,market_risk_score,direction_hit_rate,stop_touch_rate,tp1_touch_rate,avg_final_pnl_pct,raw_final_decision,final_decision_before_no_buy_filter,final_decision_after_no_buy_filter,no_buy_filter_applied,updated_at,source_prediction_path,source_adjustment_performance_path,data_status
068270,한국주식,2026-05-19,35,주의,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.4% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향 / 매수금지 필터: 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.4% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향",이벤트 변동성장,100.0,100.0,11.1111,22.2222,0.118,눌림목 매수 가능,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
196170,한국주식,2026-05-19,55,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -3.3% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -3.3% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향",이벤트 변동성장,100.0,71.4286,28.5714,28.5714,-0.5488,돌파 확인 후 접근,관망 우위,관망 우위,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
000100,한국주식,2026-05-19,60,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -2.1% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -2.1% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향",이벤트 변동성장,100.0,77.7778,11.1111,22.2222,-0.0327,눌림목 매수 가능,관망 우위,관망 우위,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
214450,한국주식,2026-05-19,35,주의,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -3.8% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -3.8% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 시장위험 60 이상: 눌림목 매수 관망 하향",이벤트 변동성장,100.0,85.7143,28.5714,42.8571,0.2461,눌림목 매수 가능,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
214150,한국주식,2026-05-19,65,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -1.8% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -1.8% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,57.1429,28.5714,14.2857,0.0,눌림목 매수 가능,비중 축소 우선,비중 축소 우선,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
006400,한국주식,2026-05-19,70,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 현재가가 우선진입가 대비 +6.1% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 가상매매 평균 -2.9% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 현재가가 우선진입가 대비 +6.1% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 가상매매 평균 -2.9% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,55.5556,11.1111,33.3333,-0.3164,관망 우위,손절 우선,손절 우선,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
051910,한국주식,2026-05-19,65,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 고위험장 + 종목 방향 적중률 낮음: 비중 축소 우선 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 고위험장 + 종목 방향 적중률 낮음: 비중 축소 우선",이벤트 변동성장,100.0,55.5556,22.2222,22.2222,-1.3004,눌림목 매수 가능,비중 축소 우선,비중 축소 우선,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
005490,한국주식,2026-05-19,60,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음 / 가상매매 평균 -3.0% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음 / 가상매매 평균 -3.0% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,77.7778,44.4444,22.2222,-0.4553,관망 우위,비중 축소 우선,비중 축소 우선,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
003670,한국주식,2026-05-19,65,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 고위험장 + 종목 방향 적중률 낮음: 비중 축소 우선 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 고위험장 + 종목 방향 적중률 낮음: 비중 축소 우선",이벤트 변동성장,100.0,55.5556,22.2222,33.3333,-0.8082,눌림목 매수 가능,비중 축소 우선,비중 축소 우선,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
247540,한국주식,2026-05-19,55,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,85.7143,14.2857,28.5714,-0.4503,눌림목 매수 가능,비중 축소 우선,비중 축소 우선,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
086520,한국주식,2026-05-19,50,주의,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 가상매매 평균 -2.9% / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,88.8889,11.1111,11.1111,0.1733,관망 우위,비중 축소 우선,비중 축소 우선,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
